transactionids,items,quantity
99937,House Salad,1
56336,Chips and Salsa,5
33558,Alaskan Amber,3
33558,Cape Cod Red,2
80990,Milk Mustachio Stout,4
94531,Bozone Hefe Weizen,1
94531,KSA,2
34393,Onion Rings,5
34393,Lobster Bisque,1
34393,Lobster Bisque,1
76042,Boneless Wings,1
76042,Boneless Wings,3
76042,Mediterranean Hummus,5
65751,Nonstop Hef Hop,3
65751,Mediterranean Hummus,5
55498,Guacamole and Chips,1
55498,Onion Rings,4
55498,Foreman,3
63043,Smoky Wheat,4
63043,Gossamer Golden Ale,5
63043,Boy King,4
37203,Onion Rings,3
37203,Capital Trail Pale Ale,5
37203,Dolores River Pale Ale,5
43195,Jack Stout,3
43195,Redacted Rye IPA,4
43195,Mediterranean Hummus,5
85677,Firefly Amber Ale,3
85677,Fire Eagle IPA,5
16862,Element 29,2
16862,Akari Shogun American Wheat Ale,5
16862,Element 29,4
65824,Red Water Irish Style Red,1
66893,Cant Dog Imperial Pale Ale,2
71454,Spinach and Artichoke Dip,2
71454,Tomato Basil Soup,2
40295,Nordskye ,3
40295,Fort Pitt Ale,4
40295,Nordskye ,1
62967,Pretzels and Cheese Dip,4
70117,Canyon Cream Ale,4
70117,Abigale,5
23214,Garlic Bread,5
23214,Canyon Cream Ale,4
27325,Agent a Deux,5
27325,Nooner,5
98185,Smoky Wheat,3
98185,El Steinber Dark Lager,1
21767,Foreman,1
21767,Bozone Hefe Weizen,2
89696,El Steinber Dark Lager,3
89696,Smoky Wheat,5
50246,Milk Mustachio Stout,4
75481,Lobster Bisque,3
75481,Osiris Pale Ale,5
75481,Lobster Bisque,1
28195,Sweet Potato Fries,2
28195,Nooner,2
28195,Sweet Potato Fries,4
46481,Redband Stout,3
46481,Grilled Cheese Trio,2
46481,Chicken Tortilla Soup,5
35605,Garlic Bread,1
41982,Beef Taco,2
99789,Doomtree,1
99789,Forest Fire Imperial Smoked Rye,1
99789,Doomtree,4
41492,Hamburger,4
41492,Pale Dog,1
86196,Fire Eagle IPA,4
86196,Occidental Altbier,3
86196,Mozarella Sticks,4
94679,Milk Mustachio Stout,1
94679,Milk Mustachio Stout,2
32354,Forest Fire Imperial Smoked Rye,4
32354,Jack's Hard Cider,4
40235,Fort Pitt Ale,5
40235,Forest Fire Imperial Smoked Rye,5
55514,La Frontera Premium IPA,2
68079,Gossamer Golden Ale,1
90322,Graham Cracker Porter,2
77261,Graham Cracker Porter,1
77261,Graham Cracker Porter,4
73315,Alaskan Amber,1
27443,Gran Met,2
36785,Yellowfun Tempura Bites,2
36785,Yellow Wolf Imperial IPA,5
10398,Jack Stout,4
10398,Yeti  Imperial Stout,4
94787,Agent a Deux,4
25012,Might As Well IPL,2
25012,Might As Well IPL,4
12431,Fried Calamari,5
12431,Pale Dog,3
12431,Chips and Salsa,5
46113,Nonstop Hef Hop,2
46113,Cheese Pizza,2
46113,Red Water Irish Style Red,4
89082,Capital Gold Golden Lager,2
20309,Nachos,4
20309,Nachos,1
20309,Lobster Bisque,3
61732,Snake Dog IPA,4
61732,Red Mountain Ale,4
61732,Jack Stout,3
62599,Dottie Seattle Lager,1
62599,Grilled Cheese Trio,4
14701,Fire Eagle IPA,4
14701,Gossamer Golden Ale,3
14701,Smooth Operator,3
92914,Fort Pitt Ale,5
92914,Oberon,1
92914,Gose,4
32341,Abigale,1
32341,Agave Wheat,3
93260,Beef Taco,4
93260,Caesar Salad,2
40400,Milk Mustachio Stout,4
40400,Dottie Seattle Lager,3
40400,Foreman,2
52210,Nooner,1
52210,Gose,3
55430,Jack's Hard Cider,5
55430,Pretzels and Cheese Dip,3
83894,Onion Rings,2
83894,Pretzels and Cheese Dip,3
83894,Oberon,4
37710,Nordskye ,1
69285,Smooth Operator,5
69285,Jack Pine Savage,5
61370,Boneless Wings,2
61370,Gossamer Golden Ale,4
61370,Gossamer Golden Ale,5
91782,Spinach and Artichoke Dip,1
91782,Graham Cracker Porter,5
53744,Ahi Tune Bruschetta,3
53744,Ahi Tune Bruschetta,4
53744,Ahi Tune Bruschetta,5
77279,Caesar Salad,4
77279,Abigale,2
36801,Cheese Pizza,3
36801,Caesar Salad,3
49267,Fort Pitt Ale,1
88214,La Frontera Premium IPA,3
88214,Nordskye ,4
37801,Gose,1
60772,Guacamole and Chips,3
60772,Nordskye ,2
60772,Onion Rings,2
87522,Yeti  Imperial Stout,1
54700,Boxer Light,2
56395,Boxer Ice,4
63611,Dolores River Pale Ale,4
63611,Redacted Rye IPA,5
63611,Guacamole and Chips,5
62104,Jack Stout,4
62104,Nordskye ,5
28758,Yellowstone Golden Ale,3
28758,Nordic Blonde,3
17013,Cheeseburger,2
17013,House Salad,4
17013,Fried Calamari,3
61842,Pulled Pork Sliders,5
61842,Oberon,5
10592,Yellow Wolf Imperial IPA,4
69736,Jack's Hard Cider,5
66213,Boy King,4
66213,Garlic Bread,4
66213,Smoky Wheat,2
18930,Mediterranean Hummus,4
18930,Pretzels and Cheese Dip,2
71976,Midwest Charm Farmhouse Ale,1
67500,Alaskan Amber,3
67500,Alaskan Amber,4
67500,Cheeseburger,4
78794,Guacamole and Chips,1
78794,Guacamole and Chips,3
78794,Jack the Sipper,2
25379,Gose,1
25379,Gose,2
79993,Jade,2
19294,Dottie Seattle Lager,2
19294,Bozone Hefe Weizen,3
38909,Agent a Deux,4
38909,Pulled Pork Sliders,1
38909,Pulled Pork Sliders,4
49473,Yellowstone Golden Ale,1
44226,Spinach and Artichoke Dip,5
44226,Jack's Hard Cider,2
44226,KSA,2
45083,Oberon,4
45083,Pretzels and Cheese Dip,2
45083,Pretzels and Cheese Dip,3
21222,Alaskan Amber,2
21222,Pretzels and Cheese Dip,3
21222,Fried Calamari,3
90930,Snaggletooth Double Pale Ale,3
90930,Onion Rings,1
36887,Fire Eagle IPA,2
36887,Fire Eagle IPA,1
36887,Snake Dog IPA,2
67316,Smooth Operator,4
13011,Alaskan Amber,2
13011,Capital Gold Golden Lager,1
85646,Snake Dog IPA,5
85646,Snaggletooth Double Pale Ale,5
21623,Nordskye ,5
21623,Nooner,3
21623,Nooner,5
49715,Snaggletooth Double Pale Ale,1
49715,Chips and Salsa,5
32787,Chips and Salsa,5
32787,Jack's Hard Cider,5
74688,Cape Cod Red,3
89665,Firefly Amber Ale,2
61217,House Salad,3
71440,Pale Dog,5
71440,Doomtree,1
71440,Bozone Hefe Weizen,4
27431,Jack Pine Savage,5
27431,Jack Pine Savage,3
27431,Chips and Salsa,1
92034,Dolores River Pale Ale,5
16387,House Salad,3
16387,House Salad,5
25441,Sweet Potato Fries,4
25441,Sweet Potato Fries,1
19533,Milkshake Stout,5
19533,Nachos,4
19533,Buffalo Wings,2
72728,Mozarella Sticks,3
72728,Nooner,2
81644,Caesar Salad,3
81644,Chicken Tortilla Soup,3
81644,Midwest Charm Farmhouse Ale,5
86462,Capital Trail Pale Ale,1
86462,Fort Pitt Ale,2
93468,Dottie Seattle Lager,1
32125,Fort Pitt Ale,5
32125,La Frontera Premium IPA,2
55914,Spinach and Artichoke Dip,4
37673,Fire Eagle IPA,2
37223,Kreamed Corn,3
83778,Gossamer Golden Ale,3
83778,Element 29,5
78365,Midwest Charm Farmhouse Ale,3
78365,Tomato Basil Soup,3
56636,Spinach and Artichoke Dip,4
56636,Spinach and Artichoke Dip,2
86592,Nooner,1
86592,Nachos,2
86592,Cape Cod Red,4
71553,Gran Met,4
57410,Onion Rings,1
97136,Yellow Wolf Imperial IPA,1
97136,Gose,3
23287,Gose,2
23287,Snake Dog IPA,1
52447,Ahi Tune Bruschetta,5
52447,Midwest Charm Farmhouse Ale,4
35788,Foreman,4
79608,Chicken Taco,4
79608,Onion Rings,3
92304,Snaggletooth Double Pale Ale,3
92304,Snaggletooth Double Pale Ale,4
67093,Coconut Shrimp,1
67093,Abigale,2
67093,Agave Wheat,1
77058,Fried Calamari,5
77058,Fried Calamari,1
55085,Chips and Salsa,4
89854,Guacamole and Chips,2
89854,Spinach and Artichoke Dip,1
74879,Hamburger,5
74879,Hamburger,3
74879,Midwest Charm Farmhouse Ale,5
76772,Capital Gold Golden Lager,2
23111,Gossamer Golden Ale,5
23111,Jack the Sipper,5
10011,Bozone Hefe Weizen,1
10011,Nooner,5
49217,Redacted Rye IPA,1
49217,KSA,4
17695,Pretzels and Cheese Dip,4
17695,Yeti  Imperial Stout,1
40643,Buffalo Wings,5
92602,Redband Stout,1
92602,Onion Rings,2
60630,Jade,1
94663,Chips and Salsa,1
94663,Pulled Pork Sliders,3
94663,Alaskan Amber,2
11792,Chips and Salsa,2
14839,Jack's Hard Cider,3
14839,Jack Stout,2
14839,La Frontera Premium IPA,1
18051,Crab Cakes,1
18051,Spinach and Artichoke Dip,3
18051,Yellowstone Golden Ale,4
82306,Fort Pitt Ale,2
12855,Boy King,5
54144,Fries,4
54144,Cheese Pizza,1
45950,Doomtree,3
45950,Guacamole and Chips,2
40805,Agave Wheat,5
40805,Milk Mustachio Stout,5
40805,Yellowstone Golden Ale,2
74466,Grilled Chicken Quesadilla,4
37415,Doomtree,5
78791,Pale Dog,5
20570,Dolores River Pale Ale,2
15099,Chicken Taco,4
93837,Caesar Salad,2
93837,Cape Cod Red,4
98517,Buffalo Wings,3
98517,Buffalo Wings,3
98517,Milk Mustachio Stout,5
55875,Garlic Bread,4
55875,Garlic Bread,1
57795,Cant Dog Imperial Pale Ale,2
57795,Kreamed Corn,3
68905,Occidental Altbier,3
68905,Akari Shogun American Wheat Ale,2
51209,Coleslaw,4
33617,Foreman,5
33617,House Salad,3
16397,Jack the Sipper,5
13755,Mediterranean Hummus,1
13755,Coleslaw,5
61598,Gossamer Golden Ale,4
55257,Alaskan Amber,4
55257,Yellowstone Golden Ale,4
57751,Sweet Potato Fries,3
57751,Redband Stout,2
81265,Tomato Basil Soup,1
81265,KSA,2
81265,Capital Trail Pale Ale,1
64131,Chicken Tortilla Soup,3
64131,Caesar Salad,1
27737,Caesar Salad,2
27737,Abigale,2
61166,Gran Met,2
90673,Guacamole and Chips,1
61177,Pale Dog,3
61177,Ahi Tune Bruschetta,4
78759,Gose,5
78759,Redband Stout,4
78759,Redband Stout,2
34340,Redacted Rye IPA,3
34340,Redacted Rye IPA,5
34340,Nordskye ,5
32762,Chicken Taco,1
90130,Hamburger,1
90130,Red Water Irish Style Red,5
97220,Pretzels and Cheese Dip,5
97220,Oberon,5
54306,Jack the Sipper,5
79699,Onion Rings,5
79699,Elder Betty,2
14011,Mediterranean Hummus,4
10329,Yellowstone Golden Ale,4
31442,Chicken Taco,5
31442,Chicken Taco,5
35737,Jack Stout,2
74082,Nooner,4
74082,Tomato Basil Soup,5
15883,Element 29,4
15883,Cheese Pizza,2
15883,Yellow Collar,1
26162,Gossamer Golden Ale,2
26162,Gossamer Golden Ale,4
26162,Grilled Cheese Trio,1
83317,Osiris Pale Ale,5
83317,Boy King,4
28440,Boxer Light,1
28440,House Salad,4
98613,Mediterranean Hummus,5
98613,Redacted Rye IPA,5
98613,Redacted Rye IPA,3
31374,KSA,5
64292,Cheeseburger,4
14186,Gran Met,5
14186,Bozone Hefe Weizen,1
93963,Paleo IPA,5
17644,Pretzels and Cheese Dip,3
17644,Pretzels and Cheese Dip,3
89782,Redband Stout,3
89782,Redband Stout,3
89782,Redband Stout,1
76048,Chips and Salsa,4
76048,Chips and Salsa,3
19699,Osiris Pale Ale,4
13752,Spinach and Artichoke Dip,2
13752,Snaggletooth Double Pale Ale,5
13752,Cheese Pizza,3
74762,Nooner,2
74762,Agent a Deux,5
74762,House Salad,1
59302,Coconut Shrimp,3
25714,Lobster Bisque,4
25714,Osiris Pale Ale,3
66313,Garlic Bread,2
66313,Nonstop Hef Hop,3
66313,Chicken Tortilla Soup,2
96935,Alaskan Amber,5
96935,Gose,3
14201,Gossamer Golden Ale,2
91625,Paleo IPA,1
57858,Yeti  Imperial Stout,5
30569,Foreman,5
66006,Nordskye ,5
66006,Boy King,1
27110,Redband Stout,5
99573,Paleo IPA,1
99573,Kreamed Corn,4
71159,Jack's Hard Cider,4
71159,Elder Betty,5
71159,Mozarella Sticks,4
54597,Chicken Taco,2
54597,Fried Calamari,4
54597,Kale Salad,2
62435,Smoky Wheat,2
62435,Garlic Bread,3
62435,Garlic Bread,4
91202,La Ferme Urbaine Farmhouse Ale,1
91202,Cape Cod Red,5
91202,La Ferme Urbaine Farmhouse Ale,2
35279,Oberon,1
35279,Pulled Pork Sliders,3
35279,Agent a Deux,1
60246,Gose,3
22564,Occidental Altbier,1
22564,Chicken Tortilla Soup,1
22564,Chicken Tortilla Soup,3
59628,Dottie Seattle Lager,1
91830,Dottie Seattle Lager,2
91830,Boxer Light,4
50401,Fort Pitt Ale,1
90640,Red Water Irish Style Red,2
90640,Boneless Wings,2
90640,Forest Fire Imperial Smoked Rye,5
52019,Osiris Pale Ale,3
52019,Forest Fire Imperial Smoked Rye,2
52019,Osiris Pale Ale,5
56377,Gossamer Golden Ale,3
56377,Gose,2
82790,Nooner,2
82790,Crab Cakes,4
38988,Capital Gold Golden Lager,5
73231,Yellow Collar,4
72054,Redband Stout,4
72054,Sweet Potato Fries,1
72054,Yellowfun Tempura Bites,2
19188,Coconut Shrimp,1
19188,Snake Dog IPA,4
19188,Grilled Chicken Quesadilla,2
60128,Fried Calamari,4
58377,Grilled Chicken Quesadilla,3
91348,Fort Pitt Ale,3
57291,Alaskan Amber,5
57291,Yellowstone Golden Ale,2
57291,Nordskye ,3
18457,Jack the Sipper,1
18457,Guacamole and Chips,2
18457,House Salad,2
65220,House Salad,2
65220,Fried Calamari,2
65220,Red Mountain Ale,3
38088,El Steinber Dark Lager,3
38088,Fort Pitt Ale,1
26404,Cant Dog Imperial Pale Ale,3
26404,La Frontera Premium IPA,1
26404,Cant Dog Imperial Pale Ale,1
48860,Jack Stout,2
48860,Pulled Pork Sliders,3
48860,Pulled Pork Sliders,3
91079,Chicken Tortilla Soup,4
91079,Grilled Cheese Trio,1
91079,Guacamole and Chips,5
31270,Red Mountain Ale,1
72130,Elder Betty,3
72130,Red Mountain Ale,2
72130,Yeti  Imperial Stout,5
89818,Chips and Salsa,3
89818,Gose,4
11113,Mediterranean Hummus,5
11113,Dottie Seattle Lager,2
52889,Forest Fire Imperial Smoked Rye,1
58611,Chicken Tortilla Soup,3
58611,Agent a Deux,3
39601,Mediterranean Hummus,1
39601,French Onion Soup,2
89404,Milkshake Stout,2
89404,Milkshake Stout,4
89404,Pale Dog,3
24215,Nooner,4
24215,Ahi Tune Bruschetta,2
99487,Alaskan Amber,1
99487,Mediterranean Hummus,2
18171,Coleslaw,2
82753,La Frontera Premium IPA,3
82753,Guacamole and Chips,3
60103,Midnight Ryder,1
60103,Coleslaw,4
60103,Gran Met,1
77486,KSA,3
77486,Fries,2
77486,Foreman,1
53562,Boneless Wings,3
55561,Graham Cracker Porter,2
55561,Onion Rings,2
56649,Ahi Tune Bruschetta,4
99586,Smoky Wheat,3
99586,Smoky Wheat,4
99586,Smoky Wheat,1
20525,Dottie Seattle Lager,5
20525,Pale Dog,5
84991,Oberon,5
84991,Oberon,4
84991,Alaskan Amber,3
15399,Smooth Operator,5
20335,Snaggletooth Double Pale Ale,4
50554,Boxer Ice,3
50554,Boy King,2
50554,Nooner,3
55700,Jack's Hard Cider,5
73662,Kale Salad,5
73662,Yellow Wolf Imperial IPA,4
73662,Dolores River Pale Ale,4
99314,Smooth Operator,5
53933,Midnight Ryder,1
53933,Midnight Ryder,1
53933,Midnight Ryder,1
21496,Agave Wheat,3
12827,Gossamer Golden Ale,3
12827,Garlic Bread,4
13640,Mediterranean Hummus,4
91762,Jack Stout,2
79933,Abigale,4
79933,Coconut Shrimp,5
79933,Coconut Shrimp,1
34577,Tomato Basil Soup,5
34577,Tomato Basil Soup,5
34577,Paleo IPA,5
54981,Agave Wheat,5
54981,Kreamed Corn,1
81609,Dottie Seattle Lager,1
81609,Boxer Light,2
13441,Milkshake Stout,3
39149,Snaggletooth Double Pale Ale,4
39149,Pretzels and Cheese Dip,2
41294,Nonstop Hef Hop,5
41294,Cant Dog Imperial Pale Ale,3
41294,Nooner,5
81961,Paleo IPA,3
81961,Jack Pine Savage,5
81961,La Ferme Urbaine Farmhouse Ale,3
32888,La Ferme Urbaine Farmhouse Ale,5
32888,Jack Pine Savage,2
32888,Jack Pine Savage,3
81485,La Frontera Premium IPA,2
81485,Midwest Charm Farmhouse Ale,3
81485,Firefly Amber Ale,1
49549,Doomtree,2
49549,Doomtree,2
20360,Yellow Wolf Imperial IPA,1
53431,Bozone Hefe Weizen,4
53431,Bozone Hefe Weizen,5
53431,Gossamer Golden Ale,5
42797,Midwest Charm Farmhouse Ale,5
42797,Fort Pitt Ale,4
42797,Midwest Charm Farmhouse Ale,4
28686,Snake Dog IPA,5
28686,Capital Gold Golden Lager,4
58202,Midnight Ryder,2
58202,Midnight Ryder,3
58202,Midnight Ryder,4
86110,Elder Betty,3
86110,Fire Eagle IPA,1
79024,Chicken Taco,2
79024,Chicken Taco,5
11406,Guacamole and Chips,4
24698,Oberon,4
31762,Agent a Deux,2
70894,Milkshake Stout,2
41666,Jack Stout,2
33654,Cape Cod Red,5
33654,Abigale,5
83491,Nordic Blonde,3
83491,Yellow Collar,3
83491,Bozone Hefe Weizen,1
20600,Buffalo Wings,2
62816,Alaskan Amber,1
62816,Agave Wheat,2
62816,Alaskan Amber,5
68138,Boneless Wings,5
68138,Boxer Light,4
68138,Cheese Pizza,3
91397,Bozone Hefe Weizen,4
64283,Midwest Charm Farmhouse Ale,3
26445,Nordic Blonde,3
80118,Yellow Wolf Imperial IPA,4
82186,Forest Fire Imperial Smoked Rye,5
82186,Fort Pitt Ale,5
90183,Jack Stout,1
90183,Guacamole and Chips,2
90183,Smooth Operator,4
71028,Firefly Amber Ale,1
28469,La Ferme Urbaine Farmhouse Ale,2
28469,Milkshake Stout,5
28469,Garlic Bread,3
74712,Oberon,2
74712,Boxer Ice,3
74712,Paleo IPA,2
29094,Gose,4
89653,Firefly Amber Ale,5
89653,Smoky Wheat,2
11202,Hamburger,2
11202,Abigale,4
25872,Osiris Pale Ale,4
25872,Buffalo Wings,3
25872,Milkshake Stout,4
40212,Gose,2
57695,Jack Pine Savage,2
57695,Ahi Tune Bruschetta,5
57695,Ahi Tune Bruschetta,2
48835,Mozarella Sticks,1
48835,KSA,2
48835,Agent a Deux,1
15908,Nordskye ,1
61086,Doomtree,4
61086,Doomtree,2
61086,Abigale,2
65591,Chips and Salsa,1
65591,Boy King,5
10473,Snake Dog IPA,4
16317,Tomato Basil Soup,2
16963,Cheese Pizza,2
70332,Milk Mustachio Stout,3
70332,Buffalo Wings,5
70332,Buffalo Wings,2
53620,Gossamer Golden Ale,4
53620,Crab Cakes,1
53620,Capital Gold Golden Lager,4
53828,Smooth Operator,5
53828,Nachos,2
53828,Smooth Operator,4
57739,Milkshake Stout,3
57739,Yellow Collar,3
57739,Boxer Ice,4
81489,Spinach and Artichoke Dip,5
67897,Might As Well IPL,1
67897,Buffalo Wings,2
67897,Buffalo Wings,2
67467,Caesar Salad,1
67467,Chicken Tortilla Soup,2
98486,Sweet Potato Fries,3
98486,Lobster Bisque,2
98486,Red Mountain Ale,3
78184,Red Water Irish Style Red,2
75193,Cape Cod Red,2
69486,Chicken Tortilla Soup,1
69486,Boxer Ice,5
36412,Midwest Charm Farmhouse Ale,5
36412,Redband Stout,4
36412,Yellowfun Tempura Bites,5
84321,Milk Mustachio Stout,3
84321,Lobster Bisque,4
84321,Milk Mustachio Stout,4
96922,Lobster Bisque,2
96922,Lobster Bisque,3
96922,Hamburger,1
82491,Milkshake Stout,1
46432,Dolores River Pale Ale,4
46432,Pretzels and Cheese Dip,4
46432,Dolores River Pale Ale,2
98887,Boneless Wings,4
33302,Milkshake Stout,5
33302,Capital Trail Pale Ale,5
33302,Capital Trail Pale Ale,1
75829,Smoky Wheat,3
75829,Garlic Bread,1
75829,Milkshake Stout,1
46733,Ahi Tune Bruschetta,3
46733,Elder Betty,2
46733,Nordskye ,2
24963,Abigale,3
24963,Elder Betty,1
24963,Alaskan Amber,4
71397,Bozone Hefe Weizen,4
71397,Gran Met,5
71397,Bozone Hefe Weizen,1
27475,Boy King,4
27475,Jack Stout,1
27475,Smooth Operator,3
38861,Gossamer Golden Ale,5
41659,Bozone Hefe Weizen,4
82141,Pretzels and Cheese Dip,5
51266,Dos Pistolas,2
51266,Bozone Hefe Weizen,2
51150,Redband Stout,5
22889,Cheese Pizza,2
22889,Caesar Salad,3
22889,Sweet Potato Fries,3
91387,Snaggletooth Double Pale Ale,2
59505,Hamburger,2
59505,Hamburger,1
47998,Pulled Pork Sliders,3
60258,Chicken Taco,1
98689,Boy King,3
11668,Midnight Ryder,5
11668,Red Water Irish Style Red,2
11668,Nonstop Hef Hop,5
88459,Foreman,2
87085,Jade,5
87085,Boneless Wings,5
85233,Guacamole and Chips,2
36747,Kreamed Corn,4
38900,Bozone Hefe Weizen,2
34028,Firefly Amber Ale,1
34028,Nooner,3
65251,Canyon Cream Ale,2
65251,Canyon Cream Ale,5
69089,Dos Pistolas,3
97216,Milk Mustachio Stout,2
24692,Mozarella Sticks,5
76414,Cape Cod Red,2
76414,Yeti  Imperial Stout,3
76414,Coleslaw,4
82990,Elder Betty,1
82990,Snake Dog IPA,4
82990,Snake Dog IPA,3
73949,Fire Eagle IPA,4
73949,Garlic Bread,3
11213,Gose,1
41094,Onion Rings,5
72443,Pale Dog,1
30150,Nordic Blonde,1
30150,French Onion Soup,5
64238,Jack the Sipper,5
64238,Snake Dog IPA,1
64238,Jack the Sipper,1
21003,Fort Pitt Ale,2
21003,Nooner,4
41996,Bozone Hefe Weizen,4
41996,Bozone Hefe Weizen,1
52984,Snaggletooth Double Pale Ale,2
52984,Dottie Seattle Lager,4
94734,Fried Calamari,4
94734,Fried Calamari,4
31663,Snake Dog IPA,2
31663,Snake Dog IPA,5
14510,Pretzels and Cheese Dip,2
14510,Jack's Hard Cider,2
82691,Garlic Bread,2
82691,Nooner,3
82691,La Ferme Urbaine Farmhouse Ale,1
84971,Snaggletooth Double Pale Ale,3
60563,Dos Pistolas,5
60563,Tomato Basil Soup,3
60563,Caesar Salad,5
43673,Midwest Charm Farmhouse Ale,5
43673,Hamburger,5
43673,Cheeseburger,2
63154,Milk Mustachio Stout,2
63154,Osiris Pale Ale,5
63154,Lobster Bisque,5
20116,Agent a Deux,1
32422,Mediterranean Hummus,3
32422,Doomtree,3
60545,Osiris Pale Ale,3
48989,Mediterranean Hummus,2
48989,Gose,2
78588,Jade,2
78588,Mediterranean Hummus,3
78588,Kale Salad,3
62278,Element 29,3
62278,Mozarella Sticks,3
72726,Crab Cakes,3
72726,Tomato Basil Soup,3
58063,Fries,3
58063,Onion Rings,5
62759,Fire Eagle IPA,3
62759,Boxer Light,1
62759,Foreman,1
74218,Nachos,1
81049,La Frontera Premium IPA,3
81049,Cant Dog Imperial Pale Ale,4
12103,Nachos,4
60365,Fried Calamari,2
60365,Foreman,1
79426,Crab Cakes,5
79426,Paleo IPA,5
79426,Red Water Irish Style Red,2
56686,Nachos,2
13276,Spinach and Artichoke Dip,3
13276,Boxer Light,5
13276,Firefly Amber Ale,5
74008,Red Mountain Ale,5
74008,Grilled Cheese Trio,1
18086,Pretzels and Cheese Dip,5
95387,Nooner,1
95387,Nooner,5
95387,La Frontera Premium IPA,3
76976,Snake Dog IPA,5
76976,Nordic Blonde,1
76976,Spinach and Artichoke Dip,4
41141,Canyon Cream Ale,1
41141,La Frontera Premium IPA,5
49210,Cape Cod Red,1
49210,Chicken Tortilla Soup,2
49210,Crab Cakes,3
42252,House Salad,5
42252,Red Water Irish Style Red,4
42252,Red Water Irish Style Red,1
34867,Canyon Cream Ale,1
11580,Cheeseburger,2
11580,Mozarella Sticks,5
31172,Paleo IPA,4
22201,Gossamer Golden Ale,1
22201,Firefly Amber Ale,5
22201,Snaggletooth Double Pale Ale,2
22164,Guacamole and Chips,3
22164,Jack the Sipper,4
22164,Redacted Rye IPA,1
86649,Cheeseburger,1
86649,Abigale,2
71796,Onion Rings,2
45243,Pulled Pork Sliders,5
13861,Dolores River Pale Ale,3
13861,Dolores River Pale Ale,3
13861,Grilled Chicken Quesadilla,3
34280,Chicken Taco,5
34280,Fire Eagle IPA,1
34280,Fire Eagle IPA,1
39786,Fire Eagle IPA,2
39786,Nordskye ,4
39140,Redacted Rye IPA,4
44756,French Onion Soup,4
44756,Spinach and Artichoke Dip,1
72848,Onion Rings,5
72848,Elder Betty,4
72848,Spinach and Artichoke Dip,4
64399,Jack's Hard Cider,2
98370,KSA,1
98370,Tomato Basil Soup,5
98370,Tomato Basil Soup,3
88775,Jack's Hard Cider,2
88775,Jack's Hard Cider,1
12544,Cheeseburger,3
47116,Dottie Seattle Lager,3
47116,French Onion Soup,1
47116,Yellow Wolf Imperial IPA,4
95740,Dolores River Pale Ale,4
95740,Grilled Chicken Quesadilla,4
14972,Milkshake Stout,1
14972,Chicken Tortilla Soup,5
14972,Gran Met,2
76611,Red Water Irish Style Red,1
76611,Buffalo Wings,4
97176,Jack Stout,4
97176,Sweet Potato Fries,4
84539,Osiris Pale Ale,3
84539,Buffalo Wings,2
84539,Nachos,1
74116,Coconut Shrimp,4
74116,Grilled Cheese Trio,1
74116,Elder Betty,5
83217,Agent a Deux,5
83217,Paleo IPA,2
83217,Agent a Deux,3
18097,Guacamole and Chips,5
18097,Pulled Pork Sliders,1
18097,Snake Dog IPA,5
47842,Paleo IPA,1
47842,Red Water Irish Style Red,3
50654,Fort Pitt Ale,4
49106,Chicken Tortilla Soup,3
49106,Garlic Bread,5
49106,Cape Cod Red,2
30735,Firefly Amber Ale,4
30735,Firefly Amber Ale,4
30735,Milk Mustachio Stout,5
37920,Fries,1
90027,Nonstop Hef Hop,4
90027,Jade,2
90027,Jade,2
25627,Boneless Wings,2
25627,Chicken Taco,2
21772,La Frontera Premium IPA,4
21772,Midwest Charm Farmhouse Ale,5
64417,Firefly Amber Ale,2
64417,Nordic Blonde,3
43632,Paleo IPA,4
43632,Pale Dog,5
92862,Boy King,5
92862,Agent a Deux,2
43540,Beef Taco,5
43540,Fire Eagle IPA,5
43540,La Frontera Premium IPA,2
92175,Gran Met,5
88832,Nooner,2
50119,Midnight Ryder,2
50119,Midnight Ryder,1
50119,Doomtree,2
19607,El Rojo,4
19607,Beef Taco,5
19607,Boneless Wings,2
78235,Pale Dog,5
78235,Bozone Hefe Weizen,5
78235,La Frontera Premium IPA,1
25272,Gossamer Golden Ale,2
25272,Snake Dog IPA,5
25272,Gossamer Golden Ale,4
55964,Caesar Salad,4
55964,Jack Pine Savage,3
55964,Crab Cakes,4
32541,Fort Pitt Ale,5
32541,Pulled Pork Sliders,5
32541,Fort Pitt Ale,1
69719,Jack Stout,4
