transactionids,times,dates
94834,15:44,8-23-2016
29493,22:13,10-10-2016
78130,19:56,8-1-2016
91158,21:47,7-16-2016
65055,14:36,1-15-2016
37157,19:23,7-15-2016
66272,21:11,1-9-2016
56027,19:15,8-17-2016
22814,20:19,10-10-2016
75852,15:45,12-18-2016
77549,18:05,9-4-2016
86351,16:46,6-13-2016
18257,22:21,11-17-2016
89197,19:52,1-25-2016
60764,21:07,9-2-2016
66290,21:30,6-7-2016
94126,18:32,9-25-2016
80648,19:18,7-19-2016
68442,18:36,12-21-2016
79635,23:10,10-22-2016
98037,17:47,4-24-2016
70655,16:59,10-16-2016
96523,23:08,6-9-2016
90711,17:42,6-5-2016
71774,21:07,9-24-2016
78472,19:04,6-17-2016
83430,16:20,3-11-2016
49243,23:19,11-7-2016
39043,19:33,1-7-2016
45216,21:49,1-25-2016
85178,23:28,5-5-2016
65640,17:04,5-8-2016
30248,19:49,8-17-2016
69166,16:56,5-20-2016
14822,17:34,9-27-2016
45239,14:05,11-15-2016
82338,18:32,8-16-2016
79276,14:44,6-24-2016
20485,23:04,10-25-2016
33337,23:09,12-13-2016
73181,19:50,1-25-2016
66477,20:52,8-15-2016
66976,15:56,3-19-2016
55607,22:55,10-14-2016
61936,15:58,6-12-2016
78231,21:27,3-24-2016
81913,15:02,2-5-2016
81558,17:49,1-24-2016
85348,20:59,3-1-2016
58946,16:12,4-28-2016
38821,17:20,6-8-2016
54666,20:30,6-10-2016
75193,22:38,11-21-2016
97240,23:07,3-23-2016
46603,14:38,1-9-2016
68881,23:38,11-5-2016
53351,14:24,1-26-2016
12924,16:07,12-16-2016
69039,20:15,6-25-2016
40070,20:55,11-28-2016
57758,20:09,4-22-2016
13773,17:19,3-12-2016
68138,14:08,11-22-2016
10728,22:13,8-17-2016
21797,18:01,5-9-2016
39193,15:02,2-25-2016
98218,16:16,8-6-2016
80469,21:12,10-8-2016
64159,22:46,10-14-2016
40751,21:55,9-17-2016
76038,19:56,5-12-2016
41359,17:20,1-7-2016
61713,14:22,4-1-2016
78069,23:31,7-7-2016
78149,21:00,1-18-2016
91440,17:21,4-20-2016
20448,20:22,11-25-2016
75619,23:00,1-14-2016
72694,15:24,7-26-2016
24604,15:58,9-2-2016
88861,21:56,11-20-2016
11779,17:30,2-26-2016
91682,17:29,11-16-2016
68146,16:57,3-19-2016
93320,21:10,5-14-2016
78509,23:15,7-27-2016
39559,18:49,11-11-2016
64524,15:34,3-6-2016
89927,20:52,10-8-2016
73686,18:34,3-17-2016
44117,21:43,7-14-2016
96185,19:22,9-12-2016
22902,21:51,2-1-2016
47971,23:19,12-1-2016
37758,16:33,10-19-2016
75354,17:04,8-17-2016
77368,14:18,5-28-2016
33185,23:20,12-15-2016
11137,20:06,9-11-2016
18930,17:31,11-4-2016
77824,20:19,12-24-2016
75637,20:54,7-26-2016
15313,18:15,4-11-2016
70428,21:11,1-15-2016
62678,16:24,11-7-2016
92631,21:33,3-28-2016
86156,15:55,1-15-2016
15451,20:16,11-15-2016
37457,21:03,11-4-2016
44151,22:52,9-17-2016
36818,23:45,8-4-2016
18359,22:08,5-16-2016
25853,17:30,4-26-2016
83220,21:25,1-27-2016
93314,21:07,2-14-2016
72580,16:10,9-24-2016
96584,17:18,3-17-2016
64191,16:07,4-24-2016
37408,22:00,10-28-2016
49646,16:23,3-15-2016
58306,20:21,5-23-2016
56871,14:49,12-6-2016
31343,22:19,1-18-2016
43310,20:20,9-14-2016
76894,17:02,3-8-2016
94758,16:39,3-24-2016
95967,19:23,6-6-2016
38348,14:02,8-27-2016
25049,18:41,4-8-2016
14851,18:41,5-18-2016
22330,21:32,2-6-2016
18005,19:55,6-4-2016
65285,21:40,11-11-2016
75033,19:07,8-23-2016
84965,19:38,4-28-2016
94360,20:37,7-27-2016
38161,17:46,1-1-2016
17344,20:36,6-14-2016
96975,17:25,2-19-2016
44878,19:16,10-19-2016
21348,19:30,9-5-2016
21922,23:17,9-14-2016
54890,16:45,7-3-2016
23266,14:28,7-21-2016
65668,23:59,12-23-2016
80607,23:03,2-7-2016
16975,19:14,12-15-2016
59409,20:24,4-25-2016
30693,21:46,8-7-2016
91603,20:55,2-18-2016
52496,15:35,2-14-2016
62005,23:15,1-22-2016
94704,16:56,3-13-2016
63923,14:44,11-17-2016
91962,20:19,8-20-2016
80662,16:55,3-28-2016
63186,17:07,12-13-2016
61179,22:19,11-22-2016
66615,18:55,7-25-2016
31039,15:34,9-1-2016
33821,14:19,5-2-2016
44786,15:25,3-16-2016
97806,19:52,7-22-2016
84477,21:22,6-20-2016
51635,19:15,9-17-2016
55375,16:42,5-19-2016
40879,19:52,11-5-2016
14839,14:23,10-5-2016
35691,22:31,3-5-2016
36887,21:43,8-20-2016
40309,21:03,11-16-2016
17479,19:22,8-17-2016
43632,17:39,3-28-2016
95658,21:31,12-23-2016
37789,16:10,6-24-2016
25314,19:10,4-22-2016
45912,17:54,10-21-2016
76471,14:59,8-26-2016
66113,17:33,7-26-2016
94631,15:44,12-14-2016
86848,19:45,11-12-2016
55785,18:12,5-21-2016
69323,18:30,12-16-2016
86223,18:59,8-15-2016
76248,20:57,3-21-2016
74775,17:43,10-9-2016
73154,18:42,10-28-2016
96074,16:04,10-6-2016
28989,22:39,10-22-2016
66159,16:35,4-24-2016
71459,14:51,10-24-2016
33036,23:13,7-16-2016
87461,21:09,4-15-2016
52760,16:32,4-23-2016
92581,22:22,10-24-2016
20772,21:09,4-15-2016
32589,15:42,8-8-2016
68406,22:24,4-6-2016
29627,19:20,11-5-2016
21824,17:11,1-24-2016
28614,22:28,8-19-2016
79167,23:29,4-23-2016
68469,20:02,2-2-2016
97856,14:46,9-1-2016
77426,19:31,8-8-2016
45506,15:08,7-22-2016
73893,16:52,3-20-2016
93745,21:36,7-20-2016
41443,23:17,3-4-2016
77348,14:08,1-20-2016
69724,16:49,3-10-2016
10463,16:04,6-7-2016
96096,14:04,1-11-2016
90938,16:34,3-4-2016
97704,18:22,12-18-2016
24956,22:08,5-24-2016
23648,19:59,9-6-2016
26711,18:16,9-24-2016
15189,21:27,5-28-2016
55459,14:44,10-19-2016
24383,21:53,10-2-2016
62369,16:29,1-5-2016
79741,14:45,4-19-2016
62305,16:10,6-20-2016
56425,22:37,7-4-2016
42198,23:54,7-20-2016
22108,22:15,4-1-2016
59698,20:47,6-5-2016
41345,16:10,2-19-2016
92665,15:36,1-25-2016
86772,18:47,10-13-2016
57575,17:38,10-3-2016
48439,14:35,1-19-2016
94136,15:19,7-27-2016
26673,22:43,3-1-2016
37189,17:19,10-1-2016
66310,18:07,3-11-2016
16058,14:29,3-19-2016
21845,23:22,7-15-2016
12402,20:30,1-18-2016
27877,19:40,1-7-2016
94637,23:11,8-17-2016
30682,16:10,12-3-2016
11578,17:29,8-3-2016
26465,19:46,7-17-2016
43089,15:44,1-14-2016
19724,17:13,7-5-2016
61864,23:45,5-5-2016
66104,14:01,12-1-2016
91330,18:23,9-27-2016
71973,16:06,3-22-2016
61499,20:08,10-18-2016
35359,20:56,6-5-2016
81083,17:06,3-20-2016
82902,17:34,3-26-2016
40189,18:32,7-6-2016
52540,18:43,6-7-2016
75415,19:55,10-1-2016
63965,22:08,11-15-2016
80344,17:05,8-8-2016
29795,15:02,2-8-2016
31336,17:22,11-9-2016
37294,20:06,7-18-2016
75646,23:55,6-16-2016
29756,23:55,10-13-2016
33423,23:04,4-27-2016
30776,18:36,4-22-2016
48415,21:33,6-20-2016
79921,16:56,11-14-2016
19073,22:33,3-28-2016
12638,20:50,4-21-2016
67087,22:01,8-27-2016
24476,17:36,8-12-2016
99964,21:24,12-10-2016
16045,23:12,10-28-2016
91596,22:56,12-15-2016
76694,19:41,11-15-2016
24048,15:09,3-25-2016
41088,16:17,3-8-2016
28721,15:55,3-3-2016
54722,20:55,3-6-2016
41178,15:06,9-3-2016
54623,18:34,3-2-2016
70388,23:27,9-27-2016
10346,14:52,5-10-2016
30117,19:36,10-27-2016
10726,17:49,3-10-2016
67755,15:43,2-15-2016
21403,14:46,9-23-2016
64199,14:28,8-27-2016
84227,16:26,11-11-2016
28813,23:54,2-20-2016
81357,16:56,9-10-2016
46332,17:32,1-16-2016
53693,20:09,6-22-2016
83600,17:54,12-12-2016
21224,21:40,1-2-2016
16664,22:56,5-9-2016
96344,16:04,3-25-2016
50227,20:46,9-12-2016
21232,22:52,5-18-2016
52978,20:55,11-12-2016
80393,14:54,1-27-2016
24745,16:52,6-6-2016
91535,22:03,4-11-2016
36947,16:44,1-12-2016
30547,14:15,7-11-2016
51006,23:44,10-21-2016
20113,20:54,1-4-2016
63950,16:17,12-22-2016
76996,17:35,6-16-2016
38326,14:55,2-6-2016
70373,21:09,2-3-2016
52459,15:22,6-12-2016
39007,22:13,4-15-2016
81866,15:20,5-13-2016
28707,19:30,7-7-2016
18811,15:25,1-15-2016
14534,22:29,12-19-2016
51150,22:16,9-7-2016
49627,17:06,7-4-2016
35804,18:15,1-28-2016
75153,16:02,3-15-2016
18250,14:34,9-2-2016
99923,14:56,6-17-2016
36348,16:51,12-11-2016
54848,22:56,1-3-2016
19452,15:22,8-13-2016
99780,18:11,7-6-2016
13369,18:32,5-13-2016
35459,18:30,12-1-2016
99139,23:25,9-13-2016
99216,22:19,8-1-2016
84469,19:35,9-6-2016
63526,22:39,4-6-2016
42330,20:06,4-1-2016
18369,14:40,12-12-2016
44265,18:04,12-8-2016
78772,20:14,7-9-2016
11202,21:49,11-20-2016
22903,21:07,12-25-2016
54700,21:49,7-20-2016
57736,19:23,6-25-2016
12438,22:23,8-15-2016
18174,16:51,11-26-2016
98547,23:56,5-25-2016
36485,23:56,8-18-2016
24809,14:03,6-13-2016
62640,23:02,4-13-2016
37043,16:20,12-12-2016
12303,17:49,6-3-2016
63412,21:06,7-17-2016
14972,16:10,9-7-2016
55675,18:59,10-14-2016
86231,23:13,1-12-2016
74077,18:41,9-24-2016
34825,14:07,4-1-2016
18185,20:46,11-2-2016
20924,17:19,1-27-2016
79443,18:11,10-19-2016
54646,16:22,1-12-2016
26969,16:43,5-4-2016
34228,23:44,3-27-2016
85209,17:06,5-17-2016
24328,14:01,5-26-2016
64205,14:52,4-18-2016
63502,22:02,10-19-2016
15863,18:11,1-22-2016
18308,20:10,4-9-2016
56318,23:39,5-24-2016
43771,18:23,3-21-2016
23692,23:59,1-24-2016
79915,18:01,9-4-2016
26263,16:46,4-8-2016
57651,16:22,3-17-2016
82376,22:14,10-11-2016
29405,21:39,10-7-2016
17228,19:23,8-24-2016
79170,14:11,4-14-2016
39222,18:57,1-12-2016
51136,15:35,4-17-2016
22326,15:31,11-16-2016
88607,17:59,10-3-2016
93166,19:14,11-6-2016
45854,15:55,11-11-2016
50966,18:15,7-19-2016
84893,20:50,1-4-2016
54507,18:14,5-13-2016
70026,16:38,11-28-2016
82460,22:51,8-19-2016
69246,23:15,7-28-2016
23613,23:30,3-12-2016
83182,21:09,8-22-2016
20640,23:57,12-15-2016
56789,14:56,10-4-2016
43361,22:44,1-23-2016
29848,17:36,10-5-2016
21301,22:06,12-28-2016
80980,23:43,4-20-2016
69597,16:39,2-26-2016
92146,14:16,1-19-2016
33158,18:32,5-11-2016
60214,18:49,7-2-2016
77429,22:29,1-18-2016
29094,22:46,6-23-2016
89045,21:06,1-21-2016
97655,14:45,11-15-2016
45498,17:32,4-16-2016
43974,23:44,5-19-2016
27018,16:55,10-24-2016
37536,23:19,2-26-2016
31477,18:53,11-25-2016
29625,22:01,12-12-2016
86633,17:42,7-7-2016
91698,16:13,9-15-2016
14723,22:36,4-5-2016
91217,19:42,9-18-2016
36109,16:06,7-23-2016
88767,22:00,3-6-2016
74567,22:19,7-9-2016
96802,14:37,2-25-2016
11939,23:59,9-4-2016
46455,14:56,6-8-2016
87395,23:02,7-21-2016
16295,23:14,11-15-2016
16588,23:26,3-8-2016
28265,15:17,8-10-2016
21368,16:19,2-10-2016
16637,19:03,12-10-2016
24938,16:48,4-27-2016
61429,14:45,2-14-2016
62606,18:51,8-2-2016
63086,23:52,5-27-2016
85182,14:25,5-17-2016
20993,22:05,5-28-2016
66106,20:13,3-5-2016
98134,15:29,11-11-2016
39593,16:32,6-1-2016
30583,19:58,8-21-2016
47101,15:09,6-16-2016
31433,20:00,9-10-2016
36478,22:29,9-8-2016
94988,16:12,3-21-2016
21407,16:51,11-9-2016
29796,17:22,11-16-2016
69674,22:49,6-8-2016
19063,17:39,1-6-2016
11600,19:08,8-9-2016
71360,21:53,6-26-2016
64292,21:59,5-24-2016
23041,14:16,12-1-2016
48188,15:46,3-17-2016
87051,20:40,4-6-2016
69571,19:43,4-16-2016
86269,22:29,7-11-2016
25077,20:40,6-16-2016
40265,23:22,1-12-2016
85316,19:36,7-20-2016
85133,18:34,4-2-2016
33453,23:51,8-2-2016
62811,15:38,4-7-2016
45950,16:00,10-17-2016
90177,18:40,12-27-2016
63025,23:09,3-13-2016
61196,18:32,4-15-2016
68529,18:05,12-12-2016
78189,17:31,3-2-2016
47379,20:05,11-14-2016
62378,21:54,3-5-2016
16299,16:11,4-5-2016
89889,14:13,5-20-2016
46600,17:58,4-23-2016
19761,18:46,3-23-2016
94420,16:50,8-24-2016
21770,21:57,5-14-2016
67039,22:14,5-3-2016
62351,20:36,10-18-2016
34112,16:23,2-25-2016
14068,14:38,10-12-2016
65006,19:36,5-14-2016
61793,21:38,9-10-2016
80125,18:42,12-23-2016
73110,15:04,4-1-2016
71508,17:22,3-6-2016
19993,17:18,3-8-2016
19061,21:24,6-8-2016
70419,18:51,6-8-2016
14704,15:11,8-9-2016
95937,22:39,9-19-2016
29736,15:18,5-21-2016
43435,17:10,5-18-2016
73143,19:10,1-15-2016
13474,14:21,1-14-2016
59820,17:27,1-9-2016
43873,16:59,12-6-2016
72171,14:59,6-22-2016
96192,23:54,11-27-2016
72402,15:13,9-25-2016
61161,15:44,1-23-2016
73770,18:16,12-17-2016
86005,18:36,9-3-2016
37838,21:11,7-3-2016
16118,17:10,4-18-2016
67313,14:20,5-25-2016
83340,19:34,10-9-2016
67947,19:46,2-7-2016
42543,22:50,7-7-2016
33566,20:30,7-14-2016
96358,16:52,11-15-2016
71800,23:15,4-25-2016
96774,19:21,9-1-2016
92907,23:00,4-4-2016
49516,14:48,11-8-2016
90552,18:48,3-3-2016
54498,14:43,10-16-2016
52731,19:33,9-26-2016
39005,17:20,10-13-2016
57071,21:10,12-1-2016
90472,15:38,5-11-2016
17950,20:55,9-7-2016
78123,16:32,2-11-2016
37728,22:52,11-3-2016
71903,15:30,7-6-2016
39973,22:19,12-28-2016
51415,16:23,5-4-2016
75754,23:09,11-25-2016
43684,23:59,8-12-2016
39736,15:58,9-15-2016
18038,17:22,9-23-2016
90112,15:20,1-12-2016
33713,18:10,10-8-2016
44133,14:28,10-6-2016
61947,19:54,6-2-2016
39098,14:42,11-1-2016
67169,18:36,11-21-2016
96223,14:31,2-9-2016
16140,20:34,6-27-2016
59507,20:25,9-10-2016
72871,17:46,8-12-2016
62417,18:43,6-17-2016
74650,23:40,5-13-2016
10752,17:23,12-20-2016
83049,20:38,4-12-2016
69774,19:29,1-24-2016
93636,17:33,10-13-2016
57139,20:56,9-7-2016
38861,20:33,1-27-2016
39967,18:00,4-16-2016
72029,19:41,10-14-2016
46916,14:27,8-18-2016
31562,15:18,1-10-2016
65981,21:55,12-25-2016
96214,17:50,3-14-2016
77800,20:10,7-26-2016
93655,20:18,12-26-2016
44982,16:06,8-12-2016
20220,14:59,10-21-2016
63477,22:47,5-11-2016
45768,23:50,1-9-2016
42462,15:26,1-15-2016
85712,20:19,6-12-2016
64539,21:08,12-2-2016
56670,23:04,10-6-2016
30970,15:53,2-3-2016
46109,14:13,7-26-2016
56930,22:14,9-4-2016
60128,19:26,3-21-2016
84685,21:40,7-20-2016
24056,19:06,11-27-2016
73179,21:58,11-4-2016
64133,19:24,5-16-2016
83844,21:08,7-11-2016
56632,21:31,4-14-2016
67381,22:32,7-26-2016
33985,16:29,9-1-2016
42867,23:14,1-14-2016
88569,19:15,6-8-2016
90353,21:41,7-19-2016
52949,20:39,2-22-2016
51311,20:53,9-1-2016
14912,19:05,8-23-2016
99320,17:21,4-18-2016
38810,21:06,5-21-2016
37968,16:38,2-1-2016
97591,21:10,12-11-2016
60803,16:27,9-25-2016
88077,16:24,10-14-2016
21411,18:38,6-21-2016
26234,17:07,2-6-2016
88958,15:11,12-23-2016
30553,16:54,6-8-2016
60492,14:23,4-23-2016
38988,23:52,4-27-2016
78034,16:27,7-25-2016
93889,18:19,3-5-2016
75537,19:22,3-19-2016
32423,15:48,9-24-2016
61421,22:43,8-20-2016
46476,14:22,6-4-2016
74614,15:54,2-5-2016
40177,16:27,1-4-2016
99773,18:22,2-15-2016
46564,20:51,3-3-2016
12181,21:24,5-13-2016
54984,15:45,11-5-2016
85128,15:05,7-13-2016
22639,23:53,2-24-2016
71207,15:18,4-18-2016
19941,22:07,9-26-2016
23606,22:38,3-13-2016
91308,18:55,6-10-2016
31025,17:38,10-8-2016
92627,14:37,7-22-2016
88863,23:47,3-17-2016
44015,20:46,6-1-2016
43018,15:30,8-11-2016
61459,18:10,11-14-2016
33574,16:52,3-2-2016
66333,20:10,8-6-2016
59429,20:06,10-18-2016
61086,23:29,3-13-2016
35784,16:46,6-28-2016
46571,18:37,2-4-2016
45913,17:16,3-9-2016
55818,15:00,11-4-2016
89140,17:00,2-3-2016
62020,21:05,10-23-2016
98510,20:25,6-20-2016
34282,19:54,4-15-2016
38672,20:09,3-19-2016
26932,17:19,8-14-2016
83891,15:34,2-6-2016
59970,23:15,12-14-2016
54520,23:24,1-13-2016
67177,14:53,4-8-2016
63081,21:35,2-8-2016
49088,21:15,6-7-2016
50674,17:18,5-6-2016
47440,18:27,9-19-2016
14780,18:19,6-10-2016
10506,16:56,7-28-2016
12186,21:49,12-9-2016
38488,16:35,5-14-2016
96909,18:25,9-5-2016
17534,22:21,6-1-2016
54764,17:21,8-15-2016
25086,15:00,9-5-2016
96275,16:17,12-18-2016
11535,18:43,6-11-2016
64264,20:34,10-24-2016
56285,18:08,7-6-2016
50585,14:00,1-23-2016
57990,18:58,6-6-2016
54787,20:19,5-6-2016
57695,22:39,4-14-2016
27229,17:16,1-28-2016
51624,14:03,10-15-2016
94638,15:20,4-28-2016
68527,21:01,2-4-2016
63760,22:34,1-19-2016
50632,19:39,2-25-2016
36244,17:23,5-13-2016
89858,18:24,2-17-2016
55276,22:48,3-7-2016
98042,18:05,9-11-2016
22467,23:16,11-21-2016
39516,16:45,7-28-2016
69729,15:35,5-27-2016
60884,19:49,1-24-2016
59322,23:45,6-28-2016
72868,23:32,7-4-2016
86604,21:16,2-15-2016
12278,21:43,7-7-2016
25536,14:16,5-7-2016
64387,20:23,6-23-2016
10634,21:10,1-9-2016
43981,22:41,11-9-2016
90297,21:42,9-24-2016
91397,14:54,3-9-2016
42648,20:33,6-27-2016
59860,21:04,6-18-2016
71683,23:50,12-18-2016
75879,21:10,1-14-2016
79219,18:12,9-19-2016
91988,18:13,10-23-2016
85702,21:22,5-24-2016
51786,14:48,6-11-2016
45398,20:37,5-10-2016
82186,20:34,8-16-2016
36754,22:19,2-5-2016
98811,19:18,9-3-2016
41116,18:14,1-18-2016
14560,15:14,10-6-2016
35967,15:32,9-26-2016
68494,23:43,4-3-2016
61697,16:01,1-23-2016
13481,17:37,10-27-2016
56202,14:36,11-10-2016
47189,14:00,10-21-2016
43790,15:53,12-1-2016
97726,16:54,7-25-2016
18209,20:26,2-18-2016
21641,19:33,11-13-2016
97696,17:48,12-17-2016
18215,18:28,8-12-2016
74914,16:00,1-13-2016
98457,20:48,9-10-2016
45936,15:48,7-3-2016
77058,15:25,10-26-2016
26485,22:47,11-15-2016
54441,16:37,1-4-2016
71247,14:44,11-3-2016
59816,17:14,10-8-2016
34499,23:11,7-20-2016
39239,19:41,6-13-2016
83608,14:32,7-22-2016
95313,20:24,4-9-2016
17275,15:17,12-6-2016
42218,17:56,12-22-2016
75238,21:39,2-11-2016
44022,16:20,5-5-2016
34902,22:59,2-20-2016
40791,21:20,5-19-2016
70245,17:04,9-25-2016
60957,23:31,7-18-2016
14608,14:38,4-26-2016
10939,17:29,4-7-2016
69037,18:36,9-18-2016
46733,17:31,12-6-2016
32451,23:47,11-24-2016
44932,23:53,9-13-2016
66632,22:56,1-18-2016
79187,15:09,5-21-2016
55389,14:11,9-8-2016
38587,14:46,12-6-2016
22111,16:39,2-25-2016
48348,14:28,8-20-2016
21009,17:21,4-8-2016
42711,15:39,7-12-2016
39320,17:18,3-25-2016
93616,16:53,3-6-2016
64377,19:49,6-22-2016
89355,22:20,11-6-2016
12049,21:36,8-11-2016
54608,20:33,9-21-2016
77344,23:27,2-27-2016
84819,16:49,11-6-2016
13482,21:20,7-2-2016
25810,18:58,11-21-2016
39313,22:34,3-10-2016
46920,22:03,2-20-2016
95803,20:55,5-20-2016
86498,15:19,3-2-2016
96226,23:30,11-8-2016
38266,20:08,7-27-2016
65511,15:03,8-26-2016
81388,22:39,3-16-2016
17154,23:37,8-17-2016
88824,19:13,3-24-2016
52478,14:36,7-16-2016
85827,21:08,8-27-2016
86462,21:11,9-15-2016
82306,20:45,5-20-2016
79962,18:31,12-13-2016
26445,21:14,1-21-2016
24171,20:32,4-22-2016
85175,20:46,2-13-2016
55367,17:33,7-23-2016
23729,22:12,1-15-2016
87496,19:50,2-23-2016
29149,18:06,3-7-2016
83320,14:26,7-26-2016
72720,21:34,7-20-2016
44991,14:25,12-22-2016
35123,21:39,9-17-2016
44607,18:20,5-16-2016
70488,22:56,6-2-2016
15779,19:38,10-14-2016
56828,22:30,3-7-2016
23924,16:03,2-1-2016
54419,18:16,12-15-2016
67638,21:49,9-20-2016
36445,23:13,9-20-2016
27595,23:58,11-14-2016
16162,23:49,1-3-2016
35889,20:32,11-13-2016
60831,14:29,8-22-2016
83442,17:02,8-15-2016
74437,15:36,4-6-2016
42200,20:39,6-10-2016
70381,15:21,7-6-2016
21808,15:30,2-9-2016
63040,20:24,2-22-2016
13089,17:24,7-1-2016
17335,17:20,12-28-2016
87351,20:13,10-6-2016
86755,15:36,4-2-2016
33174,16:01,12-6-2016
45849,15:44,10-15-2016
11920,19:03,7-24-2016
50528,20:40,5-19-2016
52620,14:54,11-20-2016
60378,23:54,8-12-2016
21536,17:44,12-4-2016
21086,14:58,1-20-2016
53105,19:55,4-17-2016
61195,15:18,5-17-2016
61928,17:38,6-9-2016
92503,16:29,6-24-2016
89202,22:36,9-3-2016
20293,15:30,6-27-2016
11149,18:07,1-14-2016
19800,18:37,3-7-2016
55198,20:45,12-2-2016
46814,15:13,12-11-2016
95675,16:17,8-19-2016
91933,20:17,5-17-2016
40609,21:50,6-5-2016
38623,18:34,1-25-2016
59489,16:28,5-22-2016
20921,15:38,6-13-2016
31933,19:12,11-9-2016
93103,20:28,11-19-2016
85107,22:34,4-3-2016
94733,19:22,8-15-2016
11406,16:33,5-27-2016
11792,15:53,6-22-2016
79863,23:00,7-11-2016
43702,15:55,4-3-2016
47654,22:00,9-27-2016
77051,21:39,7-24-2016
53394,16:24,10-4-2016
71371,21:16,8-27-2016
85278,23:27,8-27-2016
12515,21:51,3-24-2016
82181,14:19,6-21-2016
87855,15:24,9-6-2016
38493,15:24,5-6-2016
24347,16:24,9-17-2016
68716,19:08,10-2-2016
86253,19:26,7-11-2016
36516,15:00,9-22-2016
39016,17:39,3-6-2016
18600,18:10,5-26-2016
53591,14:11,12-25-2016
46108,20:26,12-6-2016
30414,23:17,2-1-2016
19796,23:02,6-4-2016
30681,23:37,6-23-2016
82188,20:27,10-20-2016
72389,17:00,10-5-2016
33055,19:54,2-17-2016
73146,18:52,7-1-2016
24871,20:55,1-28-2016
82772,18:15,3-11-2016
49574,22:56,9-22-2016
61602,23:31,3-12-2016
91421,22:15,4-16-2016
21234,14:23,1-12-2016
88817,17:38,8-6-2016
74965,19:34,1-18-2016
31775,19:27,12-7-2016
99394,21:07,4-5-2016
47052,14:25,5-18-2016
55205,19:27,8-23-2016
48189,16:34,4-28-2016
26435,14:17,11-20-2016
71295,15:59,11-18-2016
91863,22:43,3-9-2016
19284,19:31,4-9-2016
77533,20:29,10-24-2016
18604,17:58,1-24-2016
18381,15:58,9-20-2016
94557,15:39,7-28-2016
27260,15:33,2-3-2016
51888,22:29,11-19-2016
96918,14:07,9-8-2016
55514,15:11,11-12-2016
70073,19:22,9-25-2016
13221,21:56,10-23-2016
46180,21:55,11-3-2016
18803,16:00,2-10-2016
37418,23:56,9-17-2016
46784,23:18,1-28-2016
93564,16:08,9-1-2016
42486,17:06,2-6-2016
76689,23:43,1-27-2016
23048,19:14,1-18-2016
48262,16:03,5-21-2016
22262,18:29,2-18-2016
99614,16:39,5-11-2016
67500,21:50,8-18-2016
12473,16:49,6-11-2016
56434,22:07,11-17-2016
48591,14:21,3-3-2016
58612,15:59,9-5-2016
26878,23:40,11-11-2016
76677,23:29,6-24-2016
67792,22:17,9-13-2016
79723,17:32,2-16-2016
50357,21:18,5-16-2016
29126,16:45,10-18-2016
99642,22:44,10-25-2016
20415,22:38,12-17-2016
51918,20:54,6-8-2016
71799,16:22,5-15-2016
95046,22:54,10-9-2016
11777,17:26,8-25-2016
66396,23:55,4-5-2016
67073,18:11,1-9-2016
77633,14:09,9-20-2016
56530,23:30,6-4-2016
47111,20:51,4-25-2016
13851,15:10,10-5-2016
63836,16:40,5-20-2016
95520,15:47,5-11-2016
63185,14:58,7-6-2016
56008,21:04,10-17-2016
17193,23:26,3-11-2016
98671,18:24,8-18-2016
40849,23:31,6-5-2016
55702,19:35,4-24-2016
79105,18:47,4-25-2016
56369,19:21,3-7-2016
36510,21:04,12-11-2016
52893,16:14,12-22-2016
68204,14:27,12-1-2016
40825,17:52,2-5-2016
88430,20:53,11-4-2016
46581,21:32,1-24-2016
12646,15:18,2-3-2016
13346,16:42,11-23-2016
64759,23:17,4-7-2016
34681,14:06,9-28-2016
49863,22:50,2-27-2016
91058,19:44,12-13-2016
33480,14:19,4-2-2016
72785,14:49,8-15-2016
50135,23:35,6-9-2016
57080,19:28,5-19-2016
69393,23:13,8-28-2016
47467,18:49,11-13-2016
68206,17:13,6-27-2016
59662,14:25,6-28-2016
27968,15:37,7-1-2016
33194,22:27,1-14-2016
76456,22:09,9-9-2016
57704,17:03,9-1-2016
53016,19:45,9-2-2016
74466,23:10,6-24-2016
16196,21:38,8-9-2016
42678,22:53,5-4-2016
78205,17:46,4-16-2016
99065,19:29,10-4-2016
36704,22:00,8-26-2016
14030,18:25,3-6-2016
16565,14:59,7-27-2016
66233,17:55,11-4-2016
33996,22:45,6-15-2016
26707,21:20,2-26-2016
52236,14:14,10-5-2016
35133,18:48,6-28-2016
69293,14:02,3-24-2016
36488,22:07,12-28-2016
62572,14:21,7-14-2016
63446,14:23,5-18-2016
23586,21:47,4-26-2016
83851,21:17,3-22-2016
16269,16:23,11-5-2016
95802,19:24,2-3-2016
29564,14:46,12-28-2016
57513,20:57,9-17-2016
46616,18:25,7-1-2016
16484,21:35,5-5-2016
25584,21:39,2-27-2016
69058,17:42,6-9-2016
21667,14:35,8-27-2016
80356,15:26,12-21-2016
65534,21:44,9-28-2016
81978,23:39,1-25-2016
40295,18:58,6-18-2016
69874,16:09,6-9-2016
86162,15:18,2-18-2016
57768,22:55,11-3-2016
64276,23:19,4-24-2016
28337,20:28,9-23-2016
99348,21:10,1-9-2016
76033,23:53,8-23-2016
67940,15:09,2-24-2016
45659,19:26,9-28-2016
75149,20:56,7-20-2016
11000,21:29,6-9-2016
69790,16:05,8-16-2016
95403,18:42,5-3-2016
38143,20:39,5-23-2016
31663,17:28,8-4-2016
27664,22:16,1-11-2016
77128,22:06,2-25-2016
92562,18:28,4-15-2016
